"","gene","module_n","module_color"
"790","SLC6A1_like",9,"magenta"
"791","G15316",3,"brown"
"792","G15322",22,"darkgreen"
"793","G15324",22,"darkgreen"
"794","G15327",22,"darkgreen"
"795","G15334",6,"red"
"796","G15366",1,"turquoise"
"797","G15372",6,"red"
"798","G15379",12,"tan"
"799","G15382",2,"blue"
"800","G15388",2,"blue"
"801","G15418",2,"blue"
"802","G15428",7,"black"
"803","G15432",8,"pink"
"804","G15443",1,"turquoise"
"805","G15448",9,"magenta"
"806","KLF15_like",2,"blue"
"807","G15462",7,"black"
"808","G15469",0,"grey"
"809","G1549",3,"brown"
"810","G15528",5,"green"
"811","G15533",2,"blue"
"812","G1554",2,"blue"
"813","G15575",5,"green"
"814","G15588",6,"red"
"815","G15589",2,"blue"
"816","G1559",1,"turquoise"
"817","G15608",29,"saddlebrown"
"818","G15609",9,"magenta"
"819","G15616",8,"pink"
"820","G15624",12,"tan"
"821","G15637",1,"turquoise"
"822","G15675",7,"black"
"823","G15705",19,"lightyellow"
"824","G15717",1,"turquoise"
"825","G15718",2,"blue"
"826","G1572",0,"grey"
"827","G15726",5,"green"
"828","G15737",11,"greenyellow"
"829","G15748",6,"red"
"830","G15763",2,"blue"
"831","G15771",2,"blue"
"832","G15785",7,"black"
"833","G1579",2,"blue"
"834","G158",6,"red"
"835","G15844",7,"black"
"836","G15845",2,"blue"
"837","G15859",5,"green"
"838","BRAF_containing",4,"yellow"
"839","G15881",2,"blue"
"840","G15883",2,"blue"
"841","G15924",1,"turquoise"
"842","G1593",1,"turquoise"
"843","KIAA1549_containing",7,"black"
"844","DGKI_containing",5,"green"
"845","UBN2_containing",2,"blue"
"846","G15971",2,"blue"
"847","G15997",1,"turquoise"
"848","G1602",6,"red"
"849","G16023",1,"turquoise"
"850","G16034",6,"red"
"851","G16049",4,"yellow"
"852","G16063",2,"blue"
"853","G16070",9,"magenta"
"854","COPG2IT1_containing",13,"salmon"
"855","G16076",2,"blue"
"856","G16077",2,"blue"
"857","G16078",2,"blue"
"858","G1608",1,"turquoise"
"859","PPP2R5E_containing",2,"blue"
"860","G16083",13,"salmon"
"861","G161",9,"magenta"
"862","G16100",1,"turquoise"
"863","G16101",20,"royalblue"
"864","RUNDC3B_G16103",1,"turquoise"
"865","RUNDC3B_G16104",1,"turquoise"
"866","G16110",9,"magenta"
"867","G16112",6,"red"
"868","G16128",11,"greenyellow"
"869","G16145",15,"midnightblue"
"870","CDK14_like",4,"yellow"
"871","G16157",2,"blue"
"872","G16170",2,"blue"
"873","CDK6_like",1,"turquoise"
"874","G1619",2,"blue"
"875","CREBRF_like",2,"blue"
"876","G16213",6,"red"
"877","G16222",2,"blue"
"878","G16225",3,"brown"
"879","G16245",1,"turquoise"
"880","G16246",1,"turquoise"
"881","G16253",11,"greenyellow"
"882","PHF14",4,"yellow"
"883","G16303",5,"green"
"884","G16308",7,"black"
"885","G16319",4,"yellow"
"886","G16321",1,"turquoise"
"887","G16348",1,"turquoise"
"888","G16351",1,"turquoise"
"889","G16353",2,"blue"
"890","G16369",1,"turquoise"
"891","G1638",7,"black"
"892","G16385",3,"brown"
"893","G1639",1,"turquoise"
"894","CCDC71L_like",2,"blue"
"895","G16406",0,"grey"
"896","SYPL1_G16407",9,"magenta"
"897","G16409",1,"turquoise"
"898","G1641",1,"turquoise"
"899","G16414",15,"midnightblue"
"900","NAMPT_G16421",1,"turquoise"
"901","G16430",8,"pink"
"902","KMT2E-AS1_containing",2,"blue"
"903","G16441",11,"greenyellow"
"904","G16444",2,"blue"
"905","G16446",6,"red"
"906","G16448",2,"blue"
"907","G16456",19,"lightyellow"
"908","G16461",4,"yellow"
"909","G16467",1,"turquoise"
"910","G16470",1,"turquoise"
"911","MAGI2_G16473",9,"magenta"
"912","G16475",2,"blue"
"913","MAGI2_G16481",4,"yellow"
"914","G16483",2,"blue"
"915","G16489",14,"cyan"
"916","G16490",2,"blue"
"917","GNAI1",1,"turquoise"
"918","SEMA3E_containing",0,"grey"
"919","SEMA3A_G16502",20,"royalblue"
"920","G16510",1,"turquoise"
"921","PNPLA8_containing",9,"magenta"
"922","G16535",6,"red"
"923","G16537",1,"turquoise"
"924","G16554",19,"lightyellow"
