"","class","rank","dataSetID","dataSetName","inGroups","pValue","Bonferroni","FDR","nCommonGenes","fracOfEffectiveClassSize","expectedFracOfEffectiveClassSize","enrichmentRatio","classSize","effectiveClassSize","fracOfEffectiveSetSize","effectiveSetSize","shortDataSetName","overlapGenes"
"1","0",2,"BioSystems.KEGG.hsa01100","Metabolic pathways (KEGG)","KEGG",3.27210437263664e-30,3.19848202425232e-25,2.75731208987269e-27,84,0.0930232558139535,0.0207331583837264,4.4866900687436,909,903,0.0660377358490566,1272,"Metabolic pathways","ACADS|AGL|AHCY|ALDH9A1|AMPD2|ASL|ASPA|ATP6V1B2|BCAT2|BLVRA|CDS1|CHKB|CPOX|DTYMK|EXT1|EXT2|FKTN|GANC|HMBS|HMGCS1|NDST1|IDH1|STT3A|LAMA5|LSS|MGAT5|MTHFD1|MTHFR|NME3|NME4|PIGC|PLCB2|PLD1|POLR2H|POLR2I|POLR2L|PPOX|PRODH|PTGDS|ST6GAL1|SPR|SQLE|UGT8|UROS|CDS2|KL|PCYT1B|PIGL|SPTLC2|POLR1C|POLD3|SLC27A5|POLR3A|B4GALT7|AHCYL2|MTHFD1L|GBGT1|ACAD8|GMPPA|ZNRD1|COQ6|CSAD|SCLY|PNPO|PGM2|CHDH|AGPAT4|GALNT11|POLR1E|CERS4|GALNT12|PPCS|ALG9|HYI|POMK|POLR3GL|NTPCR|ACSS1|GALNT13|HGSNAT|RDH10|FCSK|HEXD|NT5C1B-RDH14"
"2","0",13,"BioSystems.KEGG.hsa00230","Purine metabolism (KEGG)","KEGG",1.8527355771823e-11,1.8110490266957e-06,3.84457474518147e-09,19,0.0210409745293466,0.00285243924304412,7.37648473342826,909,903,0.108571428571429,175,"Purine metabolism","AMPD2|ENTPD2|ENTPD6|GMPR|NME3|NME4|POLR2H|POLR2I|POLR2L|POLR1C|POLD3|POLR3A|NUDT5|ZNRD1|PGM2|POLR1E|POLR3GL|NTPCR|NT5C1B-RDH14"
"3","0",15,"BioSystems.KEGG.hsa00240","Pyrimidine metabolism (KEGG)","KEGG",4.79017050195347e-11,4.68239166565952e-06,9.29045965408635e-09,15,0.0166112956810631,0.00171146354582647,9.70590096503718,909,903,0.142857142857143,105,"Pyrimidine metabolism","ENTPD6|DTYMK|NME3|NME4|POLR2H|POLR2I|POLR2L|POLR1C|POLD3|POLR3A|ZNRD1|POLR1E|POLR3GL|TXNRD3|NT5C1B-RDH14"
"4","0",17,"BioSystems.KEGG.hsa05169","Epstein-Barr virus infection (KEGG)","KEGG",1.72527016051127e-09,0.000168645158189976,2.72008319661252e-07,18,0.0199335548172757,0.00330882952193118,6.02435232312652,909,903,0.0886699507389163,203,"Epstein-Barr virus infection","GSK3B|HLA-C|JAK1|PIK3CD|POLR2H|POLR2I|POLR2L|MAP2K7|EIF2AK2|MAPK12|SKP2|TRAF6|USP7|IKBKG|POLR1C|POLR3A|SNW1|POLR3GL"
"5","0",21,"BioSystems.KEGG.hsa03040","Spliceosome (KEGG)","KEGG",1.35769415518954e-08,0.00132714603669777,1.825510366847e-06,14,0.0155038759689922,0.00218415347753093,7.09834548189286,909,903,0.104477611940299,134,"Spliceosome","HNRNPA1|TRA2B|PRPF3|THOC1|TCERG1|SNW1|SF3B1|LSM4|LSM8|ISY1|LSM2|PHF5A|PRPF38A|CCDC12"
"6","0",23,"BioSystems.KEGG.hsa03020","RNA polymerase (KEGG)","KEGG",1.64341698292916e-08,0.00160644010081326,2.15919368388879e-06,8,0.008859357696567,0.00052158889015664,16.9853266888151,909,903,0.25,32,"RNA polymerase","POLR2H|POLR2I|POLR2L|POLR1C|POLR3A|ZNRD1|POLR1E|POLR3GL"
"7","0",25,"BioSystems.KEGG.hsa04722","Neurotrophin signaling pathway (KEGG)","KEGG",2.60165453677824e-08,0.00254311730970073,3.28568127868311e-06,13,0.0143964562569214,0.00193965868527,7.42215956149902,909,903,0.109243697478992,119,"Neurotrophin signaling pathway","BAX|BDNF|BRAF|GSK3B|NTRK2|PIK3CD|PRKCD|MAP2K7|MAPK12|TRAF6|MAPKAPK2|IRAK3|KIDINS220"
"8","0",36,"BioSystems.KEGG.hsa05166","HTLV-I infection (KEGG)","KEGG",3.32486790724212e-07,0.0325005837932918,3.17698766307837e-05,17,0.0188261351052049,0.00417271112125312,4.5117274017165,909,903,0.06640625,256,"HTLV-I infection","BAX|CALR|CREM|GSK3B|HLA-C|IL1R1|ITGB2|JAK1|LTBR|PIK3CD|WNT5A|WNT9A|IKBKG|CDC16|POLD3|ANAPC5|TP53INP1"
"9","0",37,"BioSystems.KEGG.hsa04144","Endocytosis (KEGG)","KEGG",4.13325985126747e-07,0.0404026150461395,3.84784656274991e-05,17,0.0188261351052049,0.0042379097325227,4.44231621092086,909,903,0.0653846153846154,260,"Endocytosis","ARF6|CSF1R|ERBB3|FGFR2|HLA-C|PLD1|PRKCI|TRAF6|PDCD6IP|RNF41|EHD1|EHD4|CHMP3|PARD3|RAB11FIP1|RUFY1|CHMP7"
"10","0",39,"BioSystems.KEGG.hsa_M00182","RNA polymerase I, eukaryotes (KEGG)","KEGG",4.96632251742475e-07,0.0485458026078269,4.53275467860195e-05,5,0.00553709856035437,0.00019559583380874,28.3088778146918,909,903,0.416666666666667,12,"RNA polymerase I, eukaryotes","POLR2H|POLR2L|POLR1C|ZNRD1|POLR1E"
