"","class","rank","dataSetID","dataSetName","inGroups","pValue","Bonferroni","FDR","nCommonGenes","fracOfEffectiveClassSize","expectedFracOfEffectiveClassSize","enrichmentRatio","classSize","effectiveClassSize","fracOfEffectiveSetSize","effectiveSetSize","shortDataSetName","overlapGenes"
"1","0",3,"BioSystems.KEGG.hsa01100","Metabolic pathways (KEGG)","KEGG",2.01771252610747e-35,1.21819393763739e-30,1.81819990692147e-32,128,0.0740312319259688,0.0207331583837264,3.57066832538531,1749,1729,0.10062893081761,1272,"Metabolic pathways","ACADS|AHCY|ALDH9A1|AMPD2|ASL|BHMT|POLR3D|CHKA|CYP51A1|DDC|DHFR|DPAGT1|EXT2|FECH|GALE|GANC|GATM|GBA|B4GALT1|GK|GLDC|GLUL|GOT1|HSD17B10|HMBS|HMGCS1|HSD17B4|NDST1|IDH1|IMPA1|INPP1|IVD|CYP4F3|MAN1A1|MAOA|MGAT5|ALDH6A1|MOCS2|MTAP|NDUFC1|NME3|NT5E|PGM1|PGM3|PIGC|PIK3C3|PLD2|POLD1|POLR2I|PPOX|QARS|RPE|SMPD2|SUOX|TST|UGP2|UROS|PLA2G7|PIP5K1B|PLPP2|DGKI|GGPS1|GAL3ST1|PRDX6|GDA|PTDSS1|COX17|NME6|B3GALT5|PAICS|FUT9|POLD3|AHCYL1|ACOT2|LIAS|POLG2|MAN1B1|MTHFD1L|GBGT1|COQ2|HPGDS|C1GALT1C1|POMT2|RRM2B|COQ6|HSD17B12|PIGP|UPB1|COQ3|TRIT1|ACSM5|NADSYN1|ADI1|RFK|CSGALNACT2|CSGALNACT1|CMAS|ALG1|AGPAT4|NT5M|XYLT1|XYLT2|MTMR14|NMNAT1|ALG8|ACSS3|UXS1|HKDC1|ST6GALNAC5|UCK1|POLR3GL|NTPCR|ACSS1|NT5C1A|DGAT2|GPT2|PIGO|SELENOI|NAPRT|PIGU|CMBL|HGSNAT|DGKH|POLR3H|STT3B|LCLAT1|LPCAT4|GATC"
"2","0",19,"BioSystems.KEGG.hsa04144","Endocytosis (KEGG)","KEGG",4.58824025005604e-15,2.77015005097133e-10,7.08478273905712e-13,36,0.0208212839791787,0.0042379097325227,4.91310228233305,1749,1729,0.138461538461538,260,"Endocytosis","ARF6|CAPZA2|CBLB|DAB2|FLT1|HRAS|KIT|PLD2|SH3GL1|SH3GL3|SRC|TGFBR2|TRAF6|CLTCL1|PIP5K1B|EEA1|SNX4|SNX3|VPS4B|RAB11FIP3|IQSEC1|RNF41|ARPC1A|SNF8|VPS45|NEDD4L|ACAP2|EHD4|EHD2|WASHC3|VPS36|PARD3|ARAP3|ARPC5L|CHMP7|AGAP1"
"3","0",21,"BioSystems.KEGG.hsa04360","Axon guidance (KEGG)","KEGG",1.83554301936289e-14,1.10820909794034e-09,2.71619876946163e-12,29,0.0167727009832273,0.00285243924304412,5.88012558869702,1749,1729,0.165714285714286,175,"Axon guidance","ABL1|EFNA5|EFNB1|EPHA7|EPHB2|EPHB4|GNAI1|HRAS|MAPK1|PTK2|RYK|CXCL12|SRC|TRPC3|TRPC4|ROCK2|SRGAP3|PAK4|SEMA6C|SEMA4D|PLXNB2|RND1|WNT4|PARD3|SEMA3G|NTN4|SEMA6D|PLXNA4|BUB1B-PAK6"
"4","0",36,"BioSystems.KEGG.hsa00230","Purine metabolism (KEGG)","KEGG",3.30299940465623e-11,1.9941858905612e-06,3.49244464196357e-09,25,0.0144592249855408,0.00285243924304412,5.0690737833595,1749,1729,0.142857142857143,175,"Purine metabolism","ADCY6|AMPD2|NUDT2|POLR3D|ENTPD3|GMPR|GUCY1A1|NME3|NT5E|PGM1|POLD1|POLR2I|GDA|NME6|PAICS|POLD3|PDE10A|NUDT5|PDE7B|RRM2B|NT5M|POLR3GL|NTPCR|NT5C1A|POLR3H"
"5","0",55,"BioSystems.KEGG.hsa04510","Focal adhesion (KEGG)","KEGG",2.7167313964127e-09,0.000164022658058417,2.08097753252486e-07,24,0.0138808559861191,0.0032436309106616,4.27941907338892,1749,1729,0.120603015075377,199,"Focal adhesion","BRAF|CCND2|COL6A2|DOCK1|FLNC|FLT1|HRAS|ITGA6|LAMB1|MAPK1|MAP2K1|RELN|PTK2|SRC|TLN1|VAV2|ZYX|ROCK2|BCAR1|PAK4|VAV3|PDGFD|MYLK3|BUB1B-PAK6"
"6","0",56,"BioSystems.KEGG.hsa05200","Pathways in cancer (KEGG)","KEGG",3.51807639744275e-09,0.000212403862495606,2.63528365379164e-07,35,0.0202429149797571,0.00643836286287102,3.14410905550146,1749,1729,0.0886075949367089,395,"Pathways in cancer","ABL1|ADCY6|BRAF|CBLB|CREBBP|FOS|GNA11|GNAI1|MSH6|HRAS|IKBKB|ITGA6|JUP|KIT|LAMB1|KITLG|MYC|MAPK1|MAP2K1|PTK2|RALB|RXRG|CXCL12|SKP2|TCF7L2|TGFBR2|TRAF2|TRAF6|AXIN1|FZD6|ROCK2|GNA13|FGF22|LEF1|WNT4"
"7","0",60,"BioSystems.KEGG.hsa04810","Regulation of actin cytoskeleton (KEGG)","KEGG",9.59359967604842e-09,0.000579213580441424,6.55961019752462e-07,24,0.0138808559861191,0.00345552639728774,4.01700186605847,1749,1729,0.113207547169811,212,"Regulation of actin cytoskeleton","BRAF|CHRM1|DOCK1|HRAS|ITGA6|MYH9|MAPK1|MAP2K1|PTK2|SRC|VAV2|PIP5K1B|ROCK2|BCAR1|ABI2|PAK4|VAV3|ARPC1A|GNA13|FGF22|PDGFD|ARPC5L|MYLK3|BUB1B-PAK6"
"8","0",63,"BioSystems.KEGG.hsa04120","Ubiquitin mediated proteolysis (KEGG)","KEGG",1.20537987718275e-08,0.000727748100849083,8.0414154789954e-07,19,0.010989010989011,0.00223305243598311,4.92107162910083,1749,1729,0.138686131386861,137,"Ubiquitin mediated proteolysis","CBLB|MAP3K1|SIAH1|SKP2|TRAF6|UBE2E1|UBE2E2|UBE2G1|PIAS1|RNF7|PIAS3|NEDD4L|RCHY1|FBXO4|ANAPC7|DET1|COP1|UBE3B|CDC26"
"9","0",66,"BioSystems.KEGG.hsa04921","Oxytocin signaling pathway (KEGG)","KEGG",1.40851271513923e-08,0.000850389551765309,9.22331401046973e-07,20,0.0115673799884326,0.00249384688106143,4.63836816777993,1749,1729,0.130718954248366,153,"Oxytocin signaling pathway","ADCY6|CACNB1|CACNB3|FOS|GNAI1|GUCY1A1|HRAS|ITPR3|KCNJ3|KCNJ6|PRKAB2|MAPK1|MAP2K1|SRC|TRPM2|ROCK2|CACNG5|CAMK1D|CAMK1G|MYLK3"
"10","0",70,"BioSystems.KEGG.hsa04072","Phospholipase D signaling pathway (KEGG)","KEGG",3.45697260484998e-08,0.00208714721017817,2.09974568428388e-06,19,0.010989010989011,0.00237974931133967,4.61771789853982,1749,1729,0.13013698630137,146,"Phospholipase D signaling pathway","ADCY6|ARF6|PTK2B|GRM2|HRAS|KIT|KITLG|PLD2|MAPK1|MAP2K1|RALB|PIP5K1B|PLPP2|DGKI|RAPGEF3|GNA13|AGPAT4|PDGFD|DGKH"
