"","class","rank","dataSetID","dataSetName","inGroups","pValue","Bonferroni","FDR","nCommonGenes","fracOfEffectiveClassSize","expectedFracOfEffectiveClassSize","enrichmentRatio","classSize","effectiveClassSize","fracOfEffectiveSetSize","effectiveSetSize","shortDataSetName","overlapGenes"
"1","0",3,"BioSystems.KEGG.hsa01100","Metabolic pathways (KEGG)","KEGG",1.31454974357709e-26,1.13379915383524e-21,5.37345570538027e-24,85,0.0816522574447646,0.0207331583837264,3.93824500510515,1046,1041,0.0668238993710692,1272,"Metabolic pathways","ACADSB|AOX1|ARSB|ASL|POLR3D|CHKB|DDC|DHCR7|DHFR|DPAGT1|DTYMK|EXT2|KDSR|GATM|GBA|B4GALT1|GGT7|GCLM|GLUD1|HK3|HMGCS2|IDH1|IMPA1|IVD|CYP4F3|MGAT2|MOCS2|MTAP|MVD|OAT|PFKP|PGM1|PMM2|POLD1|POLR2A|UAP1|SUOX|TH|TYMS|ALDH5A1|PLA2G7|PDHX|GPAA1|GMPS|SGPL1|MTMR2|PAPSS1|MTMR6|DGKI|GGPS1|PCYT1B|H6PD|GPHN|ACAA2|AGPAT1|HIBADH|MAN1B1|SEPHS1|MTHFD1L|AK5|HPGDS|MAT2B|POMT2|PSAT1|POLR1D|MECR|HSD17B12|INPP5K|COQ3|HMGCLL1|TRIT1|NMRK1|QRSL1|POLE4|POLR1E|ETNPPL|GALNT12|COASY|GPT2|POMGNT2|PHOSPHO1|ST6GALNAC3|PGP|PIGW|GALNT18"
"2","0",17,"BioSystems.KEGG.hsa04141","Protein processing in endoplasmic reticulum (KEGG)","KEGG",8.08630511539244e-11,6.97443816202598e-06,1.07630218549784e-08,19,0.0182516810758886,0.00270574236768757,6.74553545594482,1046,1041,0.114457831325301,166,"Protein processing in endoplasmic reticulum","CAPN2|HSPA2|HSPA5|HSP90AB1|PRKCSH|MAP2K7|EIF2AK2|BAG2|SEC24D|MAN1B1|ERO1A|DERL2|SAR1B|UBE2J1|DNAJB11|NPLOC4|NGLY1|TXNDC5|SVIP"
"3","0",24,"BioSystems.KEGG.hsa05168","Herpes simplex infection (KEGG)","KEGG",3.54741691314439e-09,0.000305964708758703,3.46505898933979e-07,18,0.0172910662824208,0.00301543577121807,5.73418490536646,1046,1041,0.0972972972972973,185,"Herpes simplex infection","C3|CD74|FOS|HLA-A|HLA-C|HLA-DPA1|HNRNPK|IRF7|POLR2A|EIF2AK2|SKP2|SRPK1|TAF6|TNFRSF1A|PER2|TAB1|TAF5L|IFIH1"
"4","0",31,"BioSystems.KEGG.hsa04010","MAPK signaling pathway (KEGG)","KEGG",1.00775110707478e-07,0.00869185329851997,7.37222501994908e-06,19,0.0182516810758886,0.00415641146843572,4.39121131641898,1046,1041,0.0745098039215686,255,"MAPK signaling pathway","CACNB3|DUSP8|FGF9|FOS|HSPA2|KRAS|MAP3K11|NFKB2|PDGFRB|PRKCG|MAP2K7|PTPRR|RAP1A|TNFRSF1A|FGF17|CACNA1G|MAPKAPK2|MAPK8IP1|TAB1"
"5","0",34,"BioSystems.KEGG.hsa04142","Lysosome (KEGG)","KEGG",1.9767734109696e-07,0.0170496706696128,1.36397365356902e-05,13,0.0124879923150817,0.00200485729653958,6.2288684270128,1046,1041,0.105691056910569,123,"Lysosome","ARSB|CTNS|GBA|GLA|LAMP2|CLTCL1|CD164|AP4M1|AP4B1|AP3M2|AP4E1|GGA1|NAGPA"
"6","0",38,"BioSystems.KEGG.hsa04510","Focal adhesion (KEGG)","KEGG",3.64788504128139e-07,0.031463008481052,2.37607012480972e-05,16,0.0153698366954851,0.0032436309106616,4.73846658846586,1046,1041,0.0804020100502513,199,"Focal adhesion","CAPN2|CAV1|COL4A5|DIAPH1|TNC|ITGA5|PDGFRB|PIK3R2|PRKCG|RAP1A|SPP1|SRC|THBS3|VASP|PARVA|PDGFD"
"7","0",40,"BioSystems.KEGG.hsa05203","Viral carcinogenesis (KEGG)","KEGG",4.17478438654501e-07,0.0360075153339507,2.68512418597694e-05,16,0.0153698366954851,0.00327623021629639,4.6913176671876,1046,1041,0.0796019900497512,201,"Viral carcinogenesis","C3|CCNE1|HLA-A|HLA-C|HNRNPK|IRF7|KRAS|LYN|NFKB2|PIK3R2|EIF2AK2|SKP2|SRC|MAD1L1|MAPKAPK2|HDAC8"
"8","0",48,"BioSystems.KEGG.hsa04810","Regulation of actin cytoskeleton (KEGG)","KEGG",8.51194449358693e-07,0.0734155212571873,5.05268556484427e-05,16,0.0153698366954851,0.00345552639728774,4.44790024105994,1046,1041,0.0754716981132075,212,"Regulation of actin cytoskeleton","DIAPH1|FGF9|ITGA5|ITGAE|KRAS|LIMK1|MSN|PDGFRB|PIK3R2|SRC|FGF17|WASF1|GIT1|ARHGEF4|PIP4K2C|PDGFD"
"9","0",51,"BioSystems.KEGG.hsa00280","Valine, leucine and isoleucine degradation (KEGG)","KEGG",1.38420581473871e-06,0.119387751521214,7.78277389316908e-05,8,0.00768491834774256,0.000782383335234959,9.82244636567403,1046,1041,0.166666666666667,48,"Valine, leucine and isoleucine degradation","ACADSB|AOX1|HMGCS2|IVD|OXCT1|ACAA2|HIBADH|HMGCLL1"
"10","0",54,"BioSystems.KEGG.hsa00230","Purine metabolism (KEGG)","KEGG",2.05050306905442e-06,0.176855889705944,0.000111230119311915,14,0.0134486071085495,0.00285243924304412,4.71477425552354,1046,1041,0.08,175,"Purine metabolism","POLR3D|NPR1|PDE7A|PGM1|POLD1|POLR2A|PDE8B|GMPS|PAPSS1|AK5|PDE7B|POLR1D|POLE4|POLR1E"
