"","class","rank","dataSetID","dataSetName","inGroups","pValue","Bonferroni","FDR","nCommonGenes","fracOfEffectiveClassSize","expectedFracOfEffectiveClassSize","enrichmentRatio","classSize","effectiveClassSize","fracOfEffectiveSetSize","effectiveSetSize","shortDataSetName","overlapGenes"
"1","0",7,"BioSystems.KEGG.hsa01100","Metabolic pathways (KEGG)","KEGG",2.77411056514906e-25,2.31291468369303e-20,1.16813872913789e-22,94,0.0719754977029096,0.0207331583837264,3.47151632041762,1316,1306,0.0738993710691824,1272,"Metabolic pathways","ACP2|ALDH1A1|ALDH3A2|AOX1|APRT|ASL|ASS1|ATP6V0C|ATP6V0B|CBR1|CPOX|CYP51A1|DHCR7|DHFR|SARDH|DPAGT1|DTYMK|EXT2|ACSL1|FPGS|GALNT2|GATM|GCSH|B4GALT1|GLDC|GYG1|HK3|HMGCS2|IDH1|MTM1|NDUFV3|NT5E|PFKL|PI4KB|PKM|POLD1|POLR2C|ALDH18A1|SMPD2|SUOX|TYMS|UPP1|UROS|ALDH5A1|HSD17B8|PDXK|AKR1C3|B3GALT2|ALDH1A2|SGPL1|MTMR2|COX5A|PCYT1B|GFPT2|CDIPT|AGPAT2|POLR3F|POLG2|MAN1B1|MTHFD1L|GMPPB|DSE|POMT2|PLA2G3|MECR|HSD17B12|ACSL5|UPB1|COQ3|TRIT1|PIGX|NMRK1|PANK4|CSGALNACT1|POLE4|PDXP|MAN1C1|CHST8|ETNPPL|GALNT12|LPCAT1|PTGES2|CHST9|NUDT12|NTPCR|ACSS1|GPT2|AK7|HYKK|AFMID|CMPK2|GLYCTK|HGSNAT|CERS3"
"2","0",39,"BioSystems.KEGG.hsa05166","HTLV-I infection (KEGG)","KEGG",1.85742243066437e-09,0.000154862595156642,2.11850335371603e-07,24,0.0183767228177642,0.00417271112125312,4.40402469372129,1316,1306,0.09375,256,"HTLV-I infection","ADCY5|CDK4|CDKN2C|CREM|EGR1|FOS|HLA-A|HLA-DPB1|HRAS|MAD2L1|PCNA|PIK3R2|POLD1|RAN|TBP|TNFRSF1A|VCAM1|ZFP36|CDC16|FZD10|ANAPC2|ANAPC7|POLE4|CDC26"
"3","0",41,"BioSystems.KEGG.hsa03013","RNA transport (KEGG)","KEGG",5.54900398645008e-09,0.000462648207370276,5.81216340917432e-07,19,0.0145482388973966,0.00278724063177454,5.21958482218819,1316,1306,0.111111111111111,171,"RNA transport","EEF1A2|EIF2B1|RAN|SEC13|SMN1|RAE1|GEMIN2|EIF4EBP3|EIF2B4|NUP93|RPP30|RPP40|STRAP|CYFIP1|NUP210|GEMIN4|POP5|NUP85|NUP35"
"4","0",43,"BioSystems.KEGG.hsa04142","Lysosome (KEGG)","KEGG",9.11572485821595e-09,0.000760023560053755,9.08032927184892e-07,16,0.0122511485451761,0.00200485729653958,6.11073345036666,1316,1306,0.130081300813008,123,"Lysosome","ACP2|ATP6V0C|ATP6V0B|CD63|TPP1|CLTA|CTNS|CTSV|GLA|LAMP2|CTSA|CLTCL1|AP4M1|LITAF|AP4B1|HGSNAT"
"5","0",45,"BioSystems.KEGG.hsa04510","Focal adhesion (KEGG)","KEGG",1.25682547954375e-08,0.0010478782435696,1.21422739695203e-06,20,0.0153139356814701,0.0032436309106616,4.72123250248178,1316,1306,0.100502512562814,199,"Focal adhesion","CAPN2|CAV1|CAV2|COL4A5|DIAPH1|DOCK1|FLT4|HRAS|TNC|ITGA5|PIK3R2|PRKCG|MAP2K1|PTK2|SPP1|SRC|THBS3|PAK4|MYLPF|PDGFD"
"6","0",47,"BioSystems.KEGG.hsa04140","Autophagy - animal (KEGG)","KEGG",1.62783775800661e-08,0.00135720973073801,1.54403837399091e-06,16,0.0122511485451761,0.00208635556062656,5.87203292496172,1316,1306,0.125,128,"Autophagy - animal","DAPK3|HRAS|ITPR1|LAMP2|PIK3R2|PRKCQ|MAP2K1|RAB7A|ULK1|CFLAR|CAMKK2|SH3GLB1|WIPI1|ATG101|ATG9A|ATG16L2"
"7","0",50,"BioSystems.KEGG.hsa04925","Aldosterone synthesis and secretion (KEGG)","KEGG",1.99093198738689e-08,0.00165993954448382,1.83216285263115e-06,13,0.00995405819295559,0.00133657153102639,7.44745639263437,1316,1306,0.158536585365854,82,"Aldosterone synthesis and secretion","ADCY5|CAMK4|NR4A1|ITPR1|NPR1|PRKCG|PRKD1|CAMK1|CACNA1G|CREB3|CAMK1G|CREB3L1|DAGLB"
"8","0",54,"BioSystems.KEGG.hsa04810","Regulation of actin cytoskeleton (KEGG)","KEGG",3.65633296269599e-08,0.00304846760764778,3.12984353967945e-06,20,0.0153139356814701,0.00345552639728774,4.43172296223526,1316,1306,0.0943396226415094,212,"Regulation of actin cytoskeleton","CHRM1|DIAPH1|DOCK1|FGF11|HRAS|ITGA5|ITGAE|MSN|PIK3R2|PIP4K2A|MAP2K1|PTK2|SRC|FGF17|PAK4|CYFIP1|FGF22|MYLPF|PDGFD|SCIN"
"9","0",56,"BioSystems.KEGG.hsa05200","Pathways in cancer (KEGG)","KEGG",4.23367338120454e-08,0.00352982518157928,3.57729229074492e-06,28,0.0214395099540582,0.00643836286287102,3.32996297516816,1316,1306,0.0708860759493671,395,"Pathways in cancer","ADCY5|RUNX1|CDK4|CDK6|COL4A5|CTBP2|CTNNA2|DAPK3|EDNRA|FGF11|FOS|GLI1|GNG3|HRAS|PIK3R2|PRKCG|MAP2K1|PTK2|RXRB|FGF17|ARHGEF11|TFG|RALBP1|FZD10|FGF22|EGLN1|EGLN3|RASGRP4"
"10","0",58,"BioSystems.KEGG.hsa04144","Endocytosis (KEGG)","KEGG",5.50855952917471e-08,0.00459276150744942,4.5204345545762e-06,22,0.0168453292496172,0.0042379097325227,3.9749145953587,1316,1306,0.0846153846153846,260,"Endocytosis","GRK3|CAV1|CAV2|CLTA|HLA-A|HRAS|HSPA2|RAB8A|GRK1|SRC|RAB7A|CLTCL1|CYTH2|STAMBP|PSD4|PARD6A|WASHC3|SH3GLB1|VPS37C|CHMP6|PARD6G|MVB12A"
"11","0",60,"BioSystems.KEGG.hsa05100","Bacterial invasion of epithelial cells (KEGG)","KEGG",7.29285215713608e-08,0.00608041548601221,5.84093706629415e-06,12,0.00918836140888208,0.00123877361412202,7.41730474732006,1316,1306,0.157894736842105,76,"Bacterial invasion of epithelial cells","CAV1|CAV2|CLTA|CTNNA2|DOCK1|ITGA5|PIK3R2|PTK2|SRC|CLTCL1|ARHGEF26|ARHGAP10"
"12","0",62,"BioSystems.KEGG.hsa05168","Herpes simplex infection (KEGG)","KEGG",1.08689191990825e-07,0.00906196138223502,8.36746203345801e-06,18,0.0137825421133231,0.00301543577121807,4.57066346591615,1316,1306,0.0972972972972973,185,"Herpes simplex infection","CDC34|FOS|GTF2I|HLA-A|HLA-DPB1|EIF2AK2|SRPK1|TAF4B|TAP1|TBP|TNFRSF1A|PER3|PER2|IKBKE|IRF9|TAF5L|TAF9B|IFIH1"
"13","0",63,"BioSystems.KEGG.hsa04725","Cholinergic synapse (KEGG)","KEGG",1.26752502930014e-07,0.0105679899317899,9.66879225232382e-06,14,0.0107197549770291,0.00182556111554824,5.87203292496172,1316,1306,0.125,112,"Cholinergic synapse","ACHE|ADCY5|CAMK4|CHRM1|FOS|GNG3|HRAS|ITPR1|PIK3R2|PRKCG|MAP2K1|KCNQ4|CREB3|CREB3L1"
"14","0",78,"BioSystems.KEGG.hsa04151","PI3K-Akt signaling pathway (KEGG)","KEGG",4.57572211731232e-07,0.0381500831530915,3.03984726319454e-05,24,0.0183767228177642,0.00557448126354909,3.29657988769781,1316,1306,0.0701754385964912,342,"PI3K-Akt signaling pathway","ANGPT2|CDK4|CDK6|CHRM1|COL4A5|FGF11|FLT4|GNG3|NR4A1|HRAS|TNC|ITGA5|PIK3R2|MAP2K1|PTK2|SGK1|SPP1|THBS3|FGF17|CREB3|FGF22|PPP2R2D|PDGFD|CREB3L1"
"15","0",80,"BioSystems.KEGG.hsa04668","TNF signaling pathway (KEGG)","KEGG",5.51973361514398e-07,0.0460207790162629,3.59537336064554e-05,13,0.00995405819295559,0.00176036250427866,5.65455022403721,1316,1306,0.12037037037037,108,"TNF signaling pathway","FOS|PIK3R2|MAP2K1|TNFRSF1A|TNFRSF1B|VCAM1|TRADD|CFLAR|RPS6KA5|CREB3|NOD2|CREB3L1|DAB2IP"
"16","0",85,"BioSystems.KEGG.hsa04141","Protein processing in endoplasmic reticulum (KEGG)","KEGG",6.18482916726799e-07,0.0515660131820968,3.98193151985304e-05,16,0.0122511485451761,0.00270574236768757,4.52783261683795,1316,1306,0.0963855421686747,166,"Protein processing in endoplasmic reticulum","CAPN2|HSPA2|EIF2AK2|SEC13|SSR2|BAG2|SEC24D|SEC61B|LMAN2|CKAP4|MAN1B1|SEC61A1|NPLOC4|EDEM2|UGGT2|MAN1C1"
"17","0",94,"BioSystems.KEGG.hsa00230","Purine metabolism (KEGG)","KEGG",1.25336662363335e-06,0.104499442245431,7.38511959331665e-05,16,0.0122511485451761,0.00285243924304412,4.29497265368628,1316,1306,0.0914285714285714,175,"Purine metabolism","ADCY5|APRT|ENTPD3|NPR1|NT5E|PDE8A|PKM|POLD1|POLR2C|PDE8B|POLR3F|PDE7B|PDE11A|POLE4|NTPCR|AK7"
"18","0",99,"BioSystems.KEGG.hsa04024","cAMP signaling pathway (KEGG)","KEGG",1.41559843120849e-06,0.118025519202008,8.21904729818995e-05,17,0.0130168453292496,0.00322733125784421,4.03331554441815,1316,1306,0.0858585858585859,198,"cAMP signaling pathway","ADCY5|ADORA1|ADORA2A|BDNF|CAMK4|CHRM1|DRD1|EDNRA|FOS|GLI1|GRIA3|NPR1|PIK3R2|MAP2K1|SSTR2|CREB3|CREB3L1"
"19","0",100,"BioSystems.KEGG.hsa04071","Sphingolipid signaling pathway (KEGG)","KEGG",1.5332524389765e-06,0.127834922099666,8.82419926934563e-05,13,0.00995405819295559,0.00192335903245261,5.17535105250863,1316,1306,0.110169491525424,118,"Sphingolipid signaling pathway","ADORA1|HRAS|ABCC1|PIK3R2|PRKCG|MAP2K1|SMPD2|TNFRSF1A|TRADD|SGPL1|S1PR2|PPP2R2D|CERS3"
"20","0",101,"BioSystems.KEGG.hsa04210","Apoptosis (KEGG)","KEGG",1.66700039624182e-06,0.138986158036661,9.5130840545285e-05,14,0.0107197549770291,0.00224935208880051,4.76570788112835,1316,1306,0.101449275362319,138,"Apoptosis","CAPN2|CTSV|ENDOG|FOS|HRAS|ITPR1|PIK3R2|MAP2K1|TNFRSF1A|TRADD|CFLAR|HTRA2|DIABLO|DAB2IP"
"21","0",108,"BioSystems.KEGG.hsa05205","Proteoglycans in cancer (KEGG)","KEGG",1.9943227255711e-06,0.166276657244491,0.000111073251332325,17,0.0130168453292496,0.00330882952193118,3.93397279701869,1316,1306,0.083743842364532,203,"Proteoglycans in cancer","CAV1|CAV2|CD63|DCN|HRAS|ITGA5|ITPR1|LUM|MSN|PIK3R2|PLAU|PRKCG|MAP2K1|PTK2|SRC|TFAP4|FZD10"
"22","0",114,"BioSystems.KEGG.hsa05161","Hepatitis B (KEGG)","KEGG",2.76888315889312e-06,0.230855633372714,0.000146761368959132,14,0.0107197549770291,0.00234715000570488,4.56713671941467,1316,1306,0.0972222222222222,144,"Hepatitis B","CDK4|CDK6|FOS|HRAS|PCNA|PIK3R2|PRKCG|MAP2K1|SRC|STAT6|IKBKE|CREB3|IFIH1|CREB3L1"
"23","0",118,"BioSystems.KEGG.hsa04211","Longevity regulating pathway (KEGG)","KEGG",3.12852301507697e-06,0.260840606382042,0.000163639025333778,11,0.00842266462480858,0.00145066910074815,5.80605502692844,1316,1306,0.123595505617978,89,"Longevity regulating pathway","ADCY5|CAMK4|CAT|HRAS|PIK3R2|PRKAB1|ULK1|CREB3|CAMKK2|ATG101|CREB3L1"
"24","0",119,"BioSystems.KEGG.hsa04015","Rap1 signaling pathway (KEGG)","KEGG",3.16302742730505e-06,0.263717411751558,0.000165340070063673,17,0.0130168453292496,0.00342292709165295,3.8028403704514,1316,1306,0.080952380952381,210,"Rap1 signaling pathway","ADCY5|ADORA2A|ANGPT2|FGF11|FLT4|HRAS|PIK3R2|PRKCG|PRKD1|MAP2K1|SRC|FGF17|FGF22|PARD6A|APBB1IP|PDGFD|PARD6G"
"25","0",121,"BioSystems.KEGG.hsa05032","Morphine addiction (KEGG)","KEGG",3.90048052730111e-06,0.32520256396373,0.000198052718613721,11,0.00842266462480858,0.00148326840638294,5.678449421941,1316,1306,0.120879120879121,91,"Morphine addiction","ADCY5|ADORA1|GRK3|DRD1|GABRD|GNG3|PDE8A|PRKCG|PDE8B|PDE7B|PDE11A"
"26","0",124,"BioSystems.KEGG.hsa04150","mTOR signaling pathway (KEGG)","KEGG",4.83980791809645e-06,0.403518985171292,0.000238472569193293,14,0.0107197549770291,0.00246124757542664,4.35541514964048,1316,1306,0.0927152317880795,151,"mTOR signaling pathway","HRAS|PIK3R2|PRKCG|MAP2K1|RPS6KA1|SEC13|SGK1|TNFRSF1A|ULK1|FZD10|MIOS|STRADB|PRR5|FLCN"
"27","0",127,"BioSystems.KEGG.hsa04921","Oxytocin signaling pathway (KEGG)","KEGG",5.64207479465931e-06,0.47040798600472,0.000272542286213627,14,0.0107197549770291,0.00249384688106143,4.29848161827263,1316,1306,0.0915032679738562,153,"Oxytocin signaling pathway","ADCY5|CAMK4|EEF2|FOS|HRAS|ITPR1|NPR1|PRKAB1|PRKCG|MAP2K1|SRC|CAMK1|CAMKK2|CAMK1G"
"28","0",128,"BioSystems.KEGG.hsa04360","Axon guidance (KEGG)","KEGG",5.91338857157213e-06,0.493028772154827,0.000284002748937112,15,0.0114854517611026,0.00285243924304412,4.02653686283089,1316,1306,0.0857142857142857,175,"Axon guidance","EPHA8|HRAS|PIK3R2|PTK2|SRC|TRPC3|NCK2|SEMA5A|PAK4|SEMA6C|NGEF|PARD6A|SEMA3G|NTN4|PARD6G"
"29","0",129,"BioSystems.KEGG.hsa04145","Phagosome (KEGG)","KEGG",6.08580080486397e-06,0.507403642105533,0.000290942455335741,14,0.0107197549770291,0.00251014653387883,4.27056939997216,1316,1306,0.0909090909090909,154,"Phagosome","ATP6V0C|ATP6V0B|C1R|HLA-A|HLA-DPB1|ITGA5|LAMP2|TAP1|THBS3|RAB7A|SEC61B|SEC61A1|CLEC7A|TUBB6"
"30","0",130,"BioSystems.KEGG.hsa01212","Fatty acid metabolism (KEGG)","KEGG",7.31573264877161e-06,0.609949209591333,0.000341325802793135,8,0.00612557427258806,0.000782383335234959,7.82937723328229,1316,1306,0.166666666666667,48,"Fatty acid metabolism","CPT2|ACSL1|FADS1|FADS2|MECR|HSD17B12|ACSL5|HACD4"
"31","0",131,"BioSystems.KEGG.hsa05203","Viral carcinogenesis (KEGG)","KEGG",7.55698389115021e-06,0.630063531924648,0.000351010324192005,16,0.0122511485451761,0.00327623021629639,3.73940405171691,1316,1306,0.0796019900497512,201,"Viral carcinogenesis","CDK4|CDK6|HLA-A|HRAS|LYN|PIK3R2|PKM|EIF2AK2|SRC|TBP|TRADD|IRF9|CREB3|HIST1H2BK|SCIN|CREB3L1"
"32","0",134,"BioSystems.KEGG.hsa05202","Transcriptional misregulation in cancer (KEGG)","KEGG",8.3233646482134e-06,0.693960527544792,0.000384252783801103,15,0.0114854517611026,0.0029339375071311,3.91468861664114,1316,1306,0.0833333333333333,180,"Transcriptional misregulation in cancer","RUNX1|CDKN2C|ERG|ETV4|FLI1|GRIA3|IGFBP3|LYL1|PLAU|PTK2|RXRB|SPINT1|PER2|BAIAP3|SLC45A3"
"33","0",135,"BioSystems.KEGG.hsa04020","Calcium signaling pathway (KEGG)","KEGG",9.50922898670084e-06,0.792831966766182,0.000429021627037978,15,0.0114854517611026,0.00296653681276589,3.87167006041432,1316,1306,0.0824175824175824,182,"Calcium signaling pathway","ADORA2A|ADRA1D|ATP2A3|CAMK4|CHRM1|DRD1|EDNRA|ITPR1|P2RX3|P2RX5|PRKCG|CACNA1G|P2RX6|GNA14|MCU"
"34","0",136,"BioSystems.KEGG.hsa04010","MAPK signaling pathway (KEGG)","KEGG",1.1089903101776e-05,0.924620671110571,0.000493131024592305,18,0.0137825421133231,0.00415641146843572,3.31597153409603,1316,1306,0.0705882352941176,255,"MAPK signaling pathway","BDNF|FGF11|FOS|NR4A1|HRAS|HSPA2|PRKCG|MAP2K1|PTPRR|RPS6KA1|TNFRSF1A|FGF17|CACNA1G|RPS6KA5|DUSP10|MAPK8IP2|FGF22|RASGRP4"
"35","0",138,"BioSystems.KEGG.hsa04270","Vascular smooth muscle contraction (KEGG)","KEGG",1.14586504479796e-05,0.9553649811003,0.000508172862287393,12,0.00918836140888208,0.00197225799090479,4.65880298178781,1316,1306,0.0991735537190083,121,"Vascular smooth muscle contraction","ADCY5|ADORA2A|ADRA1D|EDNRA|ITPR1|NPR1|PRKCG|PRKCH|PRKCQ|MAP2K1|ARHGEF11|PLA2G3"
"36","0",140,"BioSystems.KEGG.hsa05031","Amphetamine addiction (KEGG)","KEGG",1.3947732173449e-05,1,0.000604728117504582,9,0.00689127105666156,0.00110837639158286,6.21744662643005,1316,1306,0.132352941176471,68,"Amphetamine addiction","ADCY5|CAMK4|DRD1|FOS|GRIA3|PRKCG|STX1A|CREB3|CREB3L1"
"37","0",144,"BioSystems.KEGG.hsa00240","Pyrimidine metabolism (KEGG)","KEGG",1.56715753659353e-05,1,0.000666981927582877,11,0.00842266462480858,0.00171146354582647,4.92132283234887,1316,1306,0.104761904761905,105,"Pyrimidine metabolism","ENTPD3|DTYMK|NT5E|POLD1|POLR2C|TYMS|UPP1|POLR3F|UPB1|POLE4|CMPK2"
"38","0",145,"BioSystems.KEGG.hsa04920","Adipocytokine signaling pathway (KEGG)","KEGG",1.57382470361936e-05,1,0.000668454583108833,9,0.00689127105666156,0.00112467604440025,6.12733870430788,1316,1306,0.130434782608696,69,"Adipocytokine signaling pathway","ACSL1|PRKAB1|PRKCQ|RXRB|TNFRSF1A|TNFRSF1B|TRADD|CAMKK2|ACSL5"
"39","0",146,"BioSystems.KEGG.hsa05218","Melanoma (KEGG)","KEGG",1.57382470361936e-05,1,0.000668454583108833,9,0.00689127105666156,0.00112467604440025,6.12733870430788,1316,1306,0.130434782608696,69,"Melanoma","CDK4|CDK6|FGF11|HRAS|PIK3R2|MAP2K1|FGF17|FGF22|PDGFD"
"40","0",148,"BioSystems.KEGG.hsa04540","Gap junction (KEGG)","KEGG",1.85435902877938e-05,1,0.000770410764400175,10,0.00765696784073507,0.00143436944793076,5.3382117499652,1316,1306,0.113636363636364,88,"Gap junction","ADCY5|CSNK1D|DRD1|HRAS|ITPR1|PRKCG|MAP2K1|SRC|PDGFD|TUBB6"
"41","0",153,"BioSystems.KEGG.hsa03320","PPAR signaling pathway (KEGG)","KEGG",2.23284719607996e-05,1,0.000899341231754426,9,0.00689127105666156,0.00117357500285244,5.87203292496172,1316,1306,0.125,72,"PPAR signaling pathway","CPT2|FABP4|ACSL1|HMGCS2|RXRB|FADS2|ANGPTL4|ACSL5|PLIN4"
"42","0",155,"BioSystems.KEGG.hsa03440","Homologous recombination (KEGG)","KEGG",2.32829669508471e-05,1,0.000931912657339419,7,0.00535987748851455,0.000668285765513195,8.02033765360625,1316,1306,0.170731707317073,41,"Homologous recombination","MRE11|POLD1|BABAM2|RAD50|RAD54B|PALB2|EME1"
"43","0",161,"BioSystems.KEGG.hsa05162","Measles (KEGG)","KEGG",3.20614721992003e-05,1,0.00122564201953614,12,0.00918836140888208,0.00218415347753093,4.20682955818153,1316,1306,0.0895522388059701,134,"Measles","CDK4|CDK6|HSPA2|MSN|MX1|PIK3R2|PRKCQ|EIF2AK2|IKBKE|IRF9|RCHY1|IFIH1"
"44","0",162,"BioSystems.KEGG.hsa04080","Neuroactive ligand-receptor interaction (KEGG)","KEGG",3.50530034725952e-05,1,0.00132541685466106,18,0.0137825421133231,0.00453130348323581,3.0416285654478,1316,1306,0.0647482014388489,278,"Neuroactive ligand-receptor interaction","ADORA1|ADORA2A|ADRA1D|ADRA2A|APLNR|CHRM1|CRHR1|DRD1|EDNRA|GABRD|GRIA3|HCRTR1|P2RX3|P2RX5|P2RY2|SSTR2|P2RX6|S1PR2"
"45","0",166,"BioSystems.KEGG.hsa_M00426","Survival motor neuron (SMN) complex (KEGG)","KEGG",3.87443138694303e-05,1,0.00144274549748269,4,0.00306278713629403,0.00016299652817395,18.7905053598775,1316,1306,0.4,10,"Survival motor neuron (SMN) complex","SMN1|GEMIN2|STRAP|GEMIN4"
"46","0",168,"BioSystems.KEGG.hsa04730","Long-term depression (KEGG)","KEGG",3.95974977934775e-05,1,0.00146730727934719,8,0.00612557427258806,0.000977979169043699,6.26350178662583,1316,1306,0.133333333333333,60,"Long-term depression","CRHR1|GRIA3|HRAS|ITPR1|LYN|PRKCG|MAP2K1|PPP1R17"
"47","0",169,"BioSystems.KEGG.hsa04713","Circadian entrainment (KEGG)","KEGG",3.97669429858719e-05,1,0.00147162399975458,10,0.00765696784073507,0.00156476667046992,4.89336077080143,1316,1306,0.104166666666667,96,"Circadian entrainment","ADCY5|FOS|GNG3|GRIA3|ITPR1|PRKCG|PER3|PER2|CACNA1G|RPS6KA5"
"48","0",170,"BioSystems.KEGG.hsa01522","Endocrine resistance (KEGG)","KEGG",3.97669429858719e-05,1,0.00147162399975458,10,0.00765696784073507,0.00156476667046992,4.89336077080143,1316,1306,0.104166666666667,96,"Endocrine resistance","ADCY5|CDK4|CDKN2C|FOS|HRAS|JAG2|PIK3R2|MAP2K1|PTK2|SRC"
"49","0",172,"BioSystems.KEGG.hsa01523","Antifolate resistance (KEGG)","KEGG",4.29313887220533e-05,1,0.00156716485757495,6,0.00459418070444104,0.000505289237339245,9.09218001284395,1316,1306,0.193548387096774,31,"Antifolate resistance","DHFR|FPGS|ABCC1|SLC19A1|TYMS|GGH"
"50","0",174,"BioSystems.KEGG.hsa03022","Basal transcription factors (KEGG)","KEGG",4.36443966150758e-05,1,0.00158693919222937,7,0.00535987748851455,0.000733484376782775,7.30741875106347,1316,1306,0.155555555555556,45,"Basal transcription factors","ERCC2|ERCC3|GTF2I|TAF4B|TBP|TAF5L|TAF9B"
"51","0",175,"BioSystems.KEGG.hsa04915","Estrogen signaling pathway (KEGG)","KEGG",4.75250201349674e-05,1,0.00170645932547498,10,0.00765696784073507,0.00159736597610471,4.79349626527487,1316,1306,0.102040816326531,98,"Estrogen signaling pathway","ADCY5|FOS|HRAS|HSPA2|ITPR1|PIK3R2|MAP2K1|SRC|CREB3|CREB3L1"
"52","0",178,"BioSystems.KEGG.hsa04022","cGMP-PKG signaling pathway (KEGG)","KEGG",5.16279325669826e-05,1,0.00182238733182565,13,0.00995405819295559,0.00265684340923538,3.7465731545768,1316,1306,0.0797546012269939,163,"cGMP-PKG signaling pathway","ADCY5|ADORA1|ADRA1D|ADRA2A|ATP2A3|EDNRA|GTF2I|ITPR1|MYH7|NPR1|MAP2K1|CREB3|CREB3L1"
