"","class","rank","dataSetID","dataSetName","inGroups","pValue","Bonferroni","FDR","nCommonGenes","fracOfEffectiveClassSize","expectedFracOfEffectiveClassSize","enrichmentRatio","classSize","effectiveClassSize","fracOfEffectiveSetSize","effectiveSetSize","shortDataSetName","overlapGenes"
"1","0",4,"BioSystems.KEGG.hsa01100","Metabolic pathways (KEGG)","KEGG",5.51418889876952e-37,3.64625740931134e-32,5.88106033759894e-34,141,0.0709255533199195,0.0207331583837264,3.42087548878175,2028,1988,0.110849056603774,1272,"Metabolic pathways","AHCY|ALAD|ALDH9A1|ASL|BDH1|BHMT|POLR3D|CBS|CYP51A1|DGKQ|DPAGT1|ACSL1|ACSL3|FKTN|GANC|GATM|GBA|GK|GLDC|HSD17B10|HMBS|HPRT1|NDST1|IDH1|IMPA1|IMPDH1|IVD|CYP4F3|MAN1A1|MAN2A2|MGAT5|ALDH6A1|MOCS2|MPST|MTAP|MTHFR|MTR|NME3|NT5E|PIK3C3|PLD2|PMM2|POLA1|POLD1|POLE2|POLR2A|POLR2I|PPOX|PTS|PYCR1|QARS|RPE|ST6GAL1|SMPD2|SUOX|TST|PLA2G7|PIP5K1B|DGKE|PDXK|PLA2G4C|CDS2|DPM2|PAPSS2|PAPSS1|GAL3ST1|COX17|NME6|B3GALT5|PAICS|FUT9|POLD3|AHCYL1|ACOT2|POLR3A|SEPHS2|MTHFD1L|HIBCH|GBGT1|COQ2|HPGDS|C1GALT1C1|DMGDH|NT5C|RRM2B|COQ6|CRYL1|HSD17B12|DCXR|PIGP|LPCAT2|PIGX|PNPO|PANK4|ADI1|RFK|CSGALNACT2|GALNT10|CSGALNACT1|CMAS|SPHK2|AGPAT4|BDH2|NT5M|XYLT1|XYLT2|POLR1E|NMNAT1|ETNPPL|PYCR3|DCTPP1|B3GNT4|ACSS3|PANK2|PGAP1|HKDC1|ST6GALNAC5|CHST9|UCK1|POLR1B|POLR3GL|NTPCR|NT5C1A|GPT2|PIGO|SELENOI|G6PC3|NAPRT|HYKK|B3GALT6|GLYCTK|CMBL|HGSNAT|POLR3H|AK9|LCLAT1|B4GALNT3|PGP|MOGAT3|NMNAT3|MTHFD2L"
"2","0",10,"BioSystems.KEGG.hsa00230","Purine metabolism (KEGG)","KEGG",1.32333308340645e-22,8.75054001402518e-18,3.8891288951223e-20,40,0.0201207243460765,0.00285243924304412,7.05386605346364,2028,1988,0.228571428571429,175,"Purine metabolism","ADCY6|NUDT2|POLR3D|ENTPD1|GMPR|GUCY1A2|HPRT1|IMPDH1|NME3|NT5E|PDE3A|PDE9A|POLA1|POLD1|POLE2|POLR2A|POLR2I|PDE8B|PAPSS2|PAPSS1|ENTPD4|NME6|PAICS|POLD3|PDE10A|POLR3A|NUDT5|PDE7B|NT5C|RRM2B|PDE11A|NT5M|ADPRM|POLR1E|POLR1B|POLR3GL|NTPCR|NT5C1A|POLR3H|AK9"
"3","0",17,"BioSystems.KEGG.hsa00240","Pyrimidine metabolism (KEGG)","KEGG",4.08173295150531e-16,2.69904591418288e-11,7.49734976161912e-14,26,0.0130784708249497,0.00171146354582647,7.64168822458561,2028,1988,0.247619047619048,105,"Pyrimidine metabolism","NUDT2|POLR3D|ENTPD1|NME3|NT5E|POLA1|POLD1|POLE2|POLR2A|POLR2I|ENTPD4|NME6|POLD3|POLR3A|NT5C|RRM2B|NT5M|POLR1E|DCTPP1|UCK1|POLR1B|POLR3GL|NT5C1A|TXNRD3|POLR3H|AK9"
"4","0",22,"BioSystems.KEGG.hsa05200","Pathways in cancer (KEGG)","KEGG",1.02997186687958e-13,6.81068896974122e-09,1.52706030711687e-11,46,0.0231388329979879,0.00643836286287102,3.59390010951787,2028,1988,0.116455696202532,395,"Pathways in cancer","ABL1|ADCY6|CBLB|CDK6|COL4A1|CREBBP|EDNRA|MECOM|FGF13|FOS|GNAI1|GNG10|MSH6|HRAS|IGF1|IKBKB|ITGA6|JUP|KIT|SMAD3|MET|MYC|MAPK1|MAP2K1|RARB|RXRG|CXCL12|SKP2|SMO|STAT1|TCF7L2|TGFA|TGFBR2|TRAF2|TRAF6|WNT8B|AXIN1|FZD6|FZD7|FGF17|DAPK2|RASGRP3|FGF22|LEF1|BIRC7|WNT3A"
"5","0",26,"BioSystems.KEGG.hsa04144","Endocytosis (KEGG)","KEGG",1.39215433948872e-12,9.20562056986919e-08,1.81570425441207e-10,35,0.0176056338028169,0.0042379097325227,4.15432015167931,2028,1988,0.134615384615385,260,"Endocytosis","GRK3|BIN1|ARF6|CBLB|FLT1|HLA-B|HRAS|HSPA2|KIT|SMAD3|MET|PLD2|SH3GL3|SNX1|SRC|TGFBR2|TRAF6|WIPF1|CLTCL1|PIP5K1B|EEA1|SNX4|VPS4B|RAB11FIP3|SPART|NEDD4L|ACAP2|EHD4|EHD2|VPS36|VTA1|PARD3|ARAP3|RUFY1|AGAP1"
"6","0",44,"BioSystems.KEGG.hsa04015","Rap1 signaling pathway (KEGG)","KEGG",2.91555771313859e-10,1.92791253781289e-05,2.59826487575862e-08,28,0.0140845070422535,0.00342292709165295,4.11475519785379,2028,1988,0.133333333333333,210,"Rap1 signaling pathway","ADCY6|ADORA2B|FGF13|FLT1|GNAI1|HRAS|IGF1|KIT|MET|NGFR|PFN2|MAPK1|MAP2K1|MAP2K6|SRC|VAV2|FGF17|BCAR1|DOCK4|RAPGEF3|PRKD3|RASGRP3|FGF22|APBB1IP|PARD3|ARAP3|PDGFD|MAGI3"
"7","0",60,"BioSystems.KEGG.hsa04360","Axon guidance (KEGG)","KEGG",2.99774146354017e-09,0.000198225654276594,2.17352691092756e-07,24,0.0120724346076459,0.00285243924304412,4.23231963207818,2028,1988,0.137142857142857,175,"Axon guidance","ABL1|EPHA7|EPHA8|EPHB2|EPHB4|GNAI1|HRAS|MET|MAPK1|RYK|CXCL12|SMO|SRC|TRPC3|TRPC4|SEMA3E|PLXNC1|PAK4|PLXNB2|RND1|PARD3|SEMA3G|NTN4|BUB1B-PAK6"
"8","0",66,"BioSystems.KEGG.hsa05202","Transcriptional misregulation in cancer (KEGG)","KEGG",5.29650138924316e-09,0.000350231154363704,3.7100757877511e-07,24,0.0120724346076459,0.0029339375071311,4.11475519785379,2028,1988,0.133333333333333,180,"Transcriptional misregulation in cancer","BCL6|ERG|EWSR1|EYA1|FLI1|FLT1|IGF1|IGFBP3|JUP|LMO2|LYL1|SMAD1|MET|AFF1|MYC|NGFR|RXRG|SPINT1|TCF3|TGFBR2|KDM6A|NCOR1|GOLPH3|DOT1L"
"9","0",70,"BioSystems.KEGG.hsa04010","MAPK signaling pathway (KEGG)","KEGG",5.96599043390911e-09,0.00039450111744224,4.12658072638326e-07,29,0.0145875251509054,0.00415641146843572,3.50964413934588,2028,1988,0.113725490196078,255,"MAPK signaling pathway","DUSP9|MECOM|FGF13|FLNC|FOS|HRAS|HSPA2|HSPB1|IKBKB|MYC|PPM1B|MAPK1|MAP2K1|MAP2K6|RASGRF2|RELB|STK3|TGFBR2|TRAF2|TRAF6|PLA2G4C|FGF17|CACNA1G|MAP3K2|GADD45G|RASGRP3|FGF22|CACNG5|RPS6KA6"
"10","0",72,"BioSystems.KEGG.hsa05224","Breast cancer (KEGG)","KEGG",9.42858015432797e-09,0.000623464862704937,6.29716969219352e-07,21,0.0105633802816901,0.00234715000570488,4.50051349765258,2028,1988,0.145833333333333,144,"Breast cancer","CDK6|FGF13|FOS|HRAS|IGF1|KIT|MYC|NOTCH2|MAPK1|MAP2K1|TCF7L2|WNT8B|NCOA3|AXIN1|FZD6|FZD7|FGF17|HEYL|FGF22|LEF1|WNT3A"
"11","0",77,"BioSystems.KEGG.hsa03018","RNA degradation (KEGG)","KEGG",2.30478945463447e-08,0.00152404202687705,1.42583035978007e-06,15,0.00754527162977867,0.00125507326693941,6.01181765920197,2028,1988,0.194805194805195,77,"RNA degradation","CNOT3|CNOT9|BTG3|LSM6|EXOSC7|LSM5|LSM4|CNOT10|DCPS|EXOSC1|LSM2|ZCCHC7|DIS3L|DCP2|DCP1B"
"12","0",83,"BioSystems.KEGG.hsa04810","Regulation of actin cytoskeleton (KEGG)","KEGG",3.16016141454637e-08,0.00208965673536878,1.9101067050903e-06,25,0.0125754527162978,0.00345552639728774,3.63922924338484,2028,1988,0.117924528301887,212,"Regulation of actin cytoskeleton","ACTN4|CHRM1|DOCK1|FGF13|NCKAP1L|HRAS|ITGA6|MYH9|PFN2|MAPK1|MAP2K1|SRC|VAV2|PIP5K1B|ITGA8|FGF17|BCAR1|PAK4|IQGAP2|FGF22|PPP1R12C|PDGFD|DIAPH3|SPATA13|BUB1B-PAK6"
"13","0",86,"BioSystems.KEGG.hsa05032","Morphine addiction (KEGG)","KEGG",3.65433628029304e-08,0.00241642986534377,2.18879516788385e-06,16,0.00804828973843058,0.00148326840638294,5.42605081035665,2028,1988,0.175824175824176,91,"Morphine addiction","ADCY6|ADORA1|GRK3|DRD1|GABRA5|GABRE|GABRG3|GNAI1|GNG10|KCNJ3|OPRM1|PDE3A|PDE8B|PDE10A|PDE7B|PDE11A"
